Carimbo de data/hora,Qual sua faixa etária? ,Escolaridade,Qual seu gênero?,Qual sua religião?,Local do Brasil onde mora,Estado cívil,Raça,Quantos anos você tinha quando se casou?,Você namorou por quanto tempo antes de se casar?,Quanto tempo de noivado/preparação para o casamento?,"Pelo dicionário expectativas podem ser compreendidas como, situação de quem espera a ocorrência de algo, ou sua probabilidade de ocorrência, em determinado momento. Na sua perspectiva, as expectativas: ",Quais eram ás suas expectativas no inicio do casamento?,"As expectativas citadas na questão acima, se supriram ao longo do tempo? ",Quais fatores eram importantes para sustentar as expectativas criadas para o matrimônio? (Você pode marcar mais de uma).,"Na sua perspectiva, quais eram as expectativas que seu conjuge tinha em relação ao casamento no ínicio? ",Quais sentimentos apareceram nos primeiros anos de casado? (Tendo como referência os primeiros dois anos),Por algum momento você se arrependeu de ter casado?,Algum dos motivos para você ter se arrependido de se casar foi devido a uma quebra de expectativas?,"Se você respondeu sim, para a ultima pergunta, quais expectativas foram quebradas? ",O que você fez quando houve quebra de expectativas? ,"E atualmente, depois de um tempo de casado, quais caracteristicas são mais importantes para sustentar as expectativas criadas para o matrimônio? (Você pode marcar mais de uma).","E hoje, você se permite criar expectativas para o casamento? ","Se a sua resposta foi sim, na pergunta anterior, depois de um tempo de casado, quais são as expectativas para os proximos anos? ",O que foi importante para moldar e criar suas expectativas em relação ao casamento?,Conte um pouco de como foi o início do casamento para voce? 
05/04/2023 17:01:09,30 á 35 anos,Pós Graduação,Femino,Evangelico,Nordeste,Casado,Branco,18 a 23 anos,Entre 1 e 2 anos,1 e 2 anos,São importantes para saúde e manutenção do casamento,Segurança afetiva (vínculo seguro e constante),sim,Personalidade do meu conjuge,Segurança afetiva (vínculo seguro e constante),Alegria,não,não,,Convesei,Personalidade do meu conjuge,Sim,"Financeiros, Ambiente","Valores, Religião",Tranquilo e feliz 
05/04/2023 17:05:12,24 á 29 anos,Pós Graduação,Femino,Evangelico,Sudeste,Casado,Pardo,18 a 23 anos,Entre 2 e 3 anos,1 e 2 anos,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Condições de sair da casa dos meus pais e construir minha própria família",sim,"Personalidade do meu conjuge, Financeiros, Ambiente (aspectos referentes a casa, como ter uma casa propria ou ter uma casa bonita), Trabalho (jornada, turno, tempo de descanso, etc)","Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos, Cerimônia e festa de casamento (exemplo: se vestir de noiva(o)), Condições de sair da casa dos meus pais e construir minha própria família","Tristeza, Medo, Arrependimento",sim,sim,Segurança financeira ,"Convesei, Perseverei e tentei reajustar a relação","Personalidade do meu conjuge, Financeiros, Ambiente",Sim,"Personalidade do meu conjuge, Financeiros, Ambiente","Filmes, Valores, Religião, Trabalho do meu conjuge",
05/04/2023 17:07:26,Acima de 42 anos,Pós Graduação,Masculino,Evangelico,Sudeste,Casado,Negro,18 a 23 anos,Entre 1 e 2 anos,menos de 6 meses,São importantes para saúde e manutenção do casamento,Aceitação Social,sim,"Personalidade do meu conjuge, Financeiros, Trabalho (jornada, turno, tempo de descanso, etc)","Reciprocidade Amorosa, Aceitação Social",Alegria,não,não,,Convesei,Personalidade do meu conjuge,Sim,Personalidade do meu conjuge,Religião,
05/04/2023 17:10:45,24 á 29 anos,Graduação em curso,Masculino,Evangelico,Sudeste,Casado,Branco,18 a 23 anos,Entre 2 e 3 anos,menos de 6 meses,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos, Condições de sair da casa dos meus pais e construir minha própria família",sim,"Personalidade do meu conjuge, Financeiros, A família do conjuge, Ambiente (aspectos referentes a casa, como ter uma casa propria ou ter uma casa bonita), Minha família, Trabalho (jornada, turno, tempo de descanso, etc)","Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos, Cerimônia e festa de casamento (exemplo: se vestir de noiva(o)), Condições de sair da casa dos meus pais e construir minha própria família","Alegria, Medo",não,,,"Convesei, Pedi ajuda de lideres religiosos, Perseverei e tentei reajustar a relação","Personalidade do meu conjuge, Financeiros, A família do conjuge ou minha familia",Sim,"Personalidade do meu conjuge, Financeiros, Ambiente","Histórias antigas das minhas referências (pais, avós, familiares, líderes), Valores, Religião","Foi de muitas mudanças, um entendimento novo a respeito do meu papel e da minha participação na vida da minha esposa. Muito responsabilidade nova e por isso muitos ajustes. Muito divertido também, foi prazeroso atravessar os desafios dos primeiros ajustes com alguém que eu amo estar junto."
05/04/2023 17:12:20,24 á 29 anos,Graduação em curso,Femino,Evangelico,Nordeste,Casado,Pardo,18 a 23 anos,Entre 1 e 2 anos,Entre 6 e 1 ano,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Condições de sair da casa dos meus pais e construir minha própria família",sim,"Personalidade do meu conjuge, Financeiros","Reciprocidade Amorosa, Condições de sair da casa dos meus pais e construir minha própria família",Alegria,não,,,"Convesei, Perseverei e tentei reajustar a relação","Personalidade do meu conjuge, Financeiros",Não,,"Valores, Religião",
05/04/2023 17:16:20,Acima de 42 anos,Ensino Médio,Femino,Evangelico,Sudeste,Divorciado (a),Branco,18 a 23 anos,Entre 2 e 3 anos,Entre 6 e 1 ano,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos",sim,"Personalidade do meu conjuge, Minha família","Reciprocidade Amorosa, Ter filhos, Cerimônia e festa de casamento (exemplo: se vestir de noiva(o))",Alegria,sim,sim,Fidelidade,Perseverei e tentei reajustar a relação,,,,Valores,Não me lembro.
05/04/2023 17:16:36,Acima de 42 anos,Ensino Fundamental,Femino,Evangelico,Sudeste,Casado,Branco,18 a 23 anos,Entre 1 e 2 anos,menos de 6 meses,São importantes para saúde e manutenção do casamento,Segurança afetiva (vínculo seguro e constante),sim,Minha família,Segurança afetiva (vínculo seguro e constante),Alegria,sim,não,,Perseverei e tentei reajustar a relação,"Personalidade do meu conjuge, Ambiente",Sim,Personalidade do meu conjuge,"Valores, Religião",
05/04/2023 17:17:17,Acima de 42 anos,Graduação em curso,Masculino,Evangelico,Sudeste,Casado,Pardo,Acima de 42 anos,Menos de 1 ano,Entre 6 e 1 ano,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante)",sim,Personalidade do meu conjuge,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante)",Alegria,não,não,,,Personalidade do meu conjuge,Sim,"Personalidade do meu conjuge, Financeiros, A família do conjuge ou minha familia, Ambiente","Valores, Religião, Trabalho do meu conjuge","Muitas viagens, amizade, companheirismo, sonhos em comum."
05/04/2023 17:26:04,24 á 29 anos,Graduação em curso,Femino,Evangelico,Sul,Solteiro,Pardo,30 á 35 anos,Entre 2 e 3 anos,menos de 6 meses,São importantes para saúde e manutenção do casamento,Cerimônia e festa de casamento (exemplo: se vestir de noiva(o)),sim,Financeiros,Reciprocidade Amorosa,Alegria,não,sim,,Convesei,Ambiente,Sim,A família do conjuge ou minha familia,Valores,
05/04/2023 17:36:06,24 á 29 anos,Graduação em curso,Masculino,Ateu,Sudeste,"Amigado (moram juntos, mas não tiveram registro no cartório e religioso)",Branco,18 a 23 anos,Entre 1 e 2 anos,menos de 6 meses,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Ascensão financeira, Segurança afetiva (vínculo seguro e constante), Condições de sair da casa dos meus pais e construir minha própria família",sim,"Personalidade do meu conjuge, Financeiros, A família do conjuge, Minha família, Trabalho (jornada, turno, tempo de descanso, etc)","Reciprocidade Amorosa, Aceitação Social, Ascensão financeira, Segurança afetiva (vínculo seguro e constante), Ter filhos, Cerimônia e festa de casamento (exemplo: se vestir de noiva(o)), Condições de sair da casa dos meus pais e construir minha própria família","Alegria, Tristeza, Medo, Arrependimento",sim,não,,"Convesei, Foquei mais no trabalho, Perseverei e tentei reajustar a relação","Personalidade do meu conjuge, Financeiros, A família do conjuge ou minha familia",Sim,"Personalidade do meu conjuge, Financeiros, Ambiente",Valores,
05/04/2023 17:38:00,24 á 29 anos,Graduação completa,Masculino,Evangelico,Sudeste,Casado,Branco,24 á 29 anos,Entre 1 e 2 anos,Entre 6 e 1 ano,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Condições de sair da casa dos meus pais e construir minha própria família",sim,"Personalidade do meu conjuge, A família do conjuge, Minha família","Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Condições de sair da casa dos meus pais e construir minha própria família","Alegria, Tristeza, Medo",não,não,,,"Personalidade do meu conjuge, Financeiros",Sim,"Personalidade do meu conjuge, Financeiros","Valores, Religião",
05/04/2023 17:45:33,24 á 29 anos,Graduação completa,Femino,Evangelico,Centro Oeste,Casado,Pardo,24 á 29 anos,Acimas de 4 anos,Entre 6 e 1 ano,São importantes para saúde e manutenção do casamento,Não me lembro,,"Personalidade do meu conjuge, Financeiros, A família do conjuge, Ambiente (aspectos referentes a casa, como ter uma casa propria ou ter uma casa bonita), Minha família, Trabalho (jornada, turno, tempo de descanso, etc)","Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante)",Alegria,não,,,,"Personalidade do meu conjuge, Financeiros, A família do conjuge ou minha familia, Ambiente",Sim,Financeiros,"Valores, Religião",
05/04/2023 17:54:36,Acima de 42 anos,Graduação em curso,Femino,Evangelico,Sudeste,Casado,Branco,18 a 23 anos,Entre 1 e 2 anos,1 e 2 anos,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Ter filhos, Condições de sair da casa dos meus pais e construir minha própria família",sim,"Ambiente (aspectos referentes a casa, como ter uma casa propria ou ter uma casa bonita), Trabalho (jornada, turno, tempo de descanso, etc)","Reciprocidade Amorosa, Ter filhos, Condições de sair da casa dos meus pais e construir minha própria família","Alegria, Medo",não,não,,,Personalidade do meu conjuge,Sim,Personalidade do meu conjuge,"Histórias antigas das minhas referências (pais, avós, familiares, líderes), Valores","Sempre tive o sonho de me casar e ter minha própria família.
Me casei aos 18 anos de idade, meu marido com 28.
Passamos muitas dificuldades mas nunca  deixamos de nos amar. Ele não bebia nada mas virou dependente da bebida depois de alguns anos. Em um determinado momento quando achei que tudo estava perdido me converti e Deus restaurou nossas vidas e o libertou da bebida.
A única arma contra o diabo é o amor e o perdão. São infalíveis."
05/04/2023 17:54:49,24 á 29 anos,Ensino Médio,Femino,Evangelico,Sudeste,Casado,Pardo,24 á 29 anos,Entre 1 e 2 anos,Entre 6 e 1 ano,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Ter filhos, Condições de sair da casa dos meus pais e construir minha própria família",sim,"Personalidade do meu conjuge, Ambiente (aspectos referentes a casa, como ter uma casa propria ou ter uma casa bonita), Minha família","Reciprocidade Amorosa, Aceitação Social, Segurança afetiva (vínculo seguro e constante), Ter filhos","Alegria, Tristeza, Medo",não,,,"Convesei, Pedi ajuda de lideres religiosos, Perseverei e tentei reajustar a relação","Personalidade do meu conjuge, Financeiros, Ambiente",Sim,"Personalidade do meu conjuge, Financeiros, A família do conjuge ou minha familia, Ambiente","Filmes, Valores, Religião","Foi a melhor decisão da minha vida, mas também foi a decisão que me deu mais medo kkkk.. saber que agora as decisões de ""adulto"" depende de mim e do meu marido e não mais dos pais kkk.. as novas responsabilidades que vieram também, mas com tudo sou grata a Deus pelos quase 11 meses de casada, tem sido uma verdadeira aventura, me fez também mais dependente e confiante em Deus, amo tudo que temos e tudo que construimos juntos até agora, se pudesse voltar no tempo não mudaria nada, meu marido é um presente de Deus! "
05/04/2023 17:58:41,30 á 35 anos,Pós Graduação,Masculino,Evangelico,,Casado,Pardo,24 á 29 anos,Entre 1 e 2 anos,Entre 6 e 1 ano,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Condições de sair da casa dos meus pais e construir minha própria família",sim,"Personalidade do meu conjuge, A família do conjuge",Reciprocidade Amorosa,Alegria,não,não,,,"Personalidade do meu conjuge, Ambiente",Sim,"A família do conjuge ou minha familia, Ambiente","Valores, Religião",
05/04/2023 18:06:28,24 á 29 anos,Graduação em curso,Femino,Evangelico,Nordeste,Casado,Pardo,18 a 23 anos,Acimas de 4 anos,1 e 2 anos,São importantes para saúde e manutenção do casamento,Segurança afetiva (vínculo seguro e constante),sim,Personalidade do meu conjuge,Segurança afetiva (vínculo seguro e constante),Alegria,não,não,,Convesei,Ambiente,Sim,Financeiros,"Valores, Religião","Uma fase cheia de alegria e descoberta. Desafios novos e aprendizados e eu acredito que o mais desafiador em um relacionamento é  completar um ao outro nas diferenças. Deixar suas vontades em espera para fazer o outro feliz. Em ralacao as expectativas se elas forem criadas com base na confianca em Deus e na realidade que o cônjuge pode proporcionar (em relação ao financeiro) elas ajudam a avancar nos sonhos e conquistas. Mas se for embasar as expectativas no improvável,acredito que só ira atrapalhar "
05/04/2023 18:07:25,Acima de 42 anos,Graduação completa,Femino,Evangelico,Sudeste,Casado,Branco,30 á 35 anos,Acimas de 4 anos,1 e 2 anos,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Ter filhos",sim,"Personalidade do meu conjuge, Trabalho (jornada, turno, tempo de descanso, etc)","Reciprocidade Amorosa, Ter filhos",Alegria,não,não,,,Personalidade do meu conjuge,Sim,Personalidade do meu conjuge,"Valores, Religião","Sempre fomos muito diferentes, mas como namoramos mais de 10 anos já nos conhecíamos bem. A adoração de uma nova vida é muito difícil e a renúncia é sua companheira diária. Mas valeu a pena tudo. "
05/04/2023 18:14:17,18 a 23 anos,Graduação em curso,Femino,Evangelico,Sudeste,Solteiro,Branco,,,,,"Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Cerimônia e festa de casamento (exemplo: se vestir de noiva(o)), Condições de sair da casa dos meus pais e construir minha própria família",sim,"Personalidade do meu conjuge, Financeiros, A família do conjuge, Ambiente (aspectos referentes a casa, como ter uma casa propria ou ter uma casa bonita), Trabalho (jornada, turno, tempo de descanso, etc)",,,,,,,,,,,
05/04/2023 18:14:44,24 á 29 anos,Graduação em curso,Femino,Evangelico,Sudeste,Casado,Pardo,24 á 29 anos,Entre 1 e 2 anos,Entre 6 e 1 ano,Atrapalham muito a relação,"Segurança afetiva (vínculo seguro e constante), Condições de sair da casa dos meus pais e construir minha própria família",sim,"Financeiros, Trabalho (jornada, turno, tempo de descanso, etc)","Reciprocidade Amorosa, Segurança afetiva (vínculo seguro e constante), Condições de sair da casa dos meus pais e construir minha própria família",Alegria,não,não,,"Perseverei e tentei reajustar a relação, Orei muito a Deus","Financeiros, Ambiente",Sim,"Financeiros, Ambiente","Histórias antigas das minhas referências (pais, avós, familiares, líderes), Religião","Foi muito bom, um mês depois que casei engravidei, tive gravidez de risco e quase não aproveitamos pois tive que fazer repouso,  mas meu esposo  foi super compreensivo, hoje nossa bebê te 1 ano e não temos nem tempo pra nois 2, mais nos divertimos muito com ela. Foi nossa surpresa.
O casamento no começo foi muito bom! Temos criaçoes e personalidades parecidas, nos damos muito bem."
05/04/2023 18:18:59,18 a 23 anos,Graduação em curso,Femino,Evangelico,Sudeste,Casado,Branco,18 a 23 anos,Acimas de 4 anos,menos de 6 meses,São importantes para saúde e manutenção do casamento,"Ascensão financeira, Segurança afetiva (vínculo seguro e constante), Ter filhos, Condições de sair da casa dos meus pais e construir minha própria família",sim,"Personalidade do meu conjuge, Ambiente (aspectos referentes a casa, como ter uma casa propria ou ter uma casa bonita)","Reciprocidade Amorosa, Ter filhos, Condições de sair da casa dos meus pais e construir minha própria família","Alegria, Medo",não,não,,"Convesei, Pedi ajuda de lideres religiosos, Perseverei e tentei reajustar a relação","Personalidade do meu conjuge, Financeiros",Sim,"Financeiros, Ambiente","Filmes, Histórias antigas das minhas referências (pais, avós, familiares, líderes), Valores, Religião","Foi um misto bom de sentimentos, saber q no fim do domingo nao vamos nos despedir pra ir embora. E realmente ver que nao vamos embora kkkk, não existe um final pra este relacionamento, existe uma vírgula sempre. E nos temos q fazer dar certo pq n tem outra pessoa q faça, devemos reinventar os momentos. A responsabilidade é maior, se nao comprar café hoje nao tem amanhã. "
05/04/2023 18:23:21,24 á 29 anos,Ensino Médio,Femino,Evangelico,Nordeste,Casado,Branco,24 á 29 anos,Menos de 1 ano,menos de 6 meses,São importantes para saúde e manutenção do casamento,"Reciprocidade Amorosa, Condições de sair da casa dos meus pais e construir minha própria família",sim,"Personalidade do meu conjuge, Financeiros","Segurança afetiva (vínculo seguro e constante), Condições de sair da casa dos meus pais e construir minha própria família",Alegria,sim,não,,Foquei mais no trabalho,Personalidade do meu conjuge,Sim,Personalidade do meu conjuge,"Valores, Religião",
